title,company,company_id,job_id,area,country,w_type,posted,applicants,role,level,employees,industry,recr,additional_info,description,hiringteam
Maintenance Coordinator,H. M. Al Rugaib & Sons Trading Co. - ???? ??? ???? ?????? ? ?????? ????????,10238034,3182700036," Kham?s Mushay?, 'Asir", Saudi Arabia ,On-site,02-07-22,,"501-1,000",employees · Retail,,,No,"501-1,000 employees · Retail","Job Description

The Maintenance Coordinator plays a critical role as he will be the point of contact with our customers, to ensure that all needed details to process the maintenance request are available and it meets our policy. Although some time will be spent physically helping with fulfilling those orders, time will also be spent within the system tracking and maintaining records and reports. To be successful, the associate must maintain strong customer, colleague, and vendor relationships, and have a strong knowledge of safety protocols and proper maintenance procedures. Self-motivated without supervision, with great attention to detail, and willing to go above and beyond what is asked.

Responsibilities


Receives orders from customers
Performs work according to standard procedure
Contact customers to confirm pull date and address
have a simple and quick way to schedule, assign, and track maintenance work
Monitor performance standards and targets to provide a consistently high level of service to the business and our customers
Arrange pulling/delivering items with Delivery Team


Qualification

High school diploma or GED equivalent.",
Chief Steward,IHG Hotels & Resorts,3549,3150509915," Central Historical Hofuf, Eastern", Saudi Arabia ,On-site,23-07-22,59,Full-time,· Director,"10,001+  ·",Hospitality,Actively recruiting,,"About us Do you see yourself as Chief Steward for Al Ahsa InterContinental Hotel? What is your passion? Whether you are into tennis, singing, or shopping, at IHG we are interested in YOU. At IHG, we employ people who apply the same amount of care and passion to their job as they do their hobbies – people who put our guests at the heart of everything they do. And we are looking for more people like this job to join our friendly and professional team. Everything about Al Ahsa InterContinental Hotel is dramatic, from its 16th-century castle design with views over a vast palm oasis, to its location on the edge of the world’s most expansive desert. The hotel is located near Hofuf Airport and Railways station; steps away from tourist sites like Ibrahim Palace and Al Qarah caves. The Al Ahsa InterContinental is ideal for leisure and business traveler alike with rooms and suites offering a view of the city; three restaurants serving a range of international cuisines from Asian to Lebanese; modern meeting rooms and event facilities, wellness center and spa with an indoor pool that frames every guest’s experience.

Your day to day This role will assist in managing the stewarding function in assigned kitchen areas to promote overall cleanliness, sanitation and compliance with state and local health regulations. Stewarding functions include setting up work stations, cleanliness and storage of dishes, filling dish machines, ensuring correct chemical levels, maintaining efficient traffic patterns in kitchen, etc. Assist in educating employees on current safety issues to ensure compliance with all health and safety regulations. Inform management of hazardous situations, emergencies or threats to the security of guests, employees or hotel assets. Ensure that equipment is prepared and operational for the following day’s work. May conduct inventories as needed. May assist with other duties as assigned including but not limited to assistance with food dish-up, completing set-up sheets, assisting with set-up and break-down for various events, etc

What we need from you

Excellent English Communication skills
Warm and inviting personality
Ability to think calmly under pressure
Should have at least 2 years’ experience in same roll in 4-5 star hotel
Full ability to work an array of days and shift times including night shifts, public holidays and weekends
Knowledge of food and beverage service operation preferred.
HACCP and Hygiene Knowledge What we offer You will join a team passionate about delivering memorable experiences that make our guests feel special and making Al Ahsa InterContinental a great place to work. Most importantly, we will give you Room to be yourself. So, what’s your passion? Please get in touch and tell us how you could bring your individual skills to IHG.",
Government Services Specialist - Saudi National,Parsons Corporation,4898,3155117921," Al Sinaiyah, Eastern", Saudi Arabia ,On-site,09-07-22,200,Full-time,· Entry level,"10,001+  · it services and it",Consulting,Actively recruiting,,"Minimum Clearance Required To Start

Not Applicable/None

Job Description

We are currently looking for a Government Services Specialist - Saudi National to provide company with professional public and government relation services and support and maintain and keep clear PR and GOVT records for the company. To regularize employees’ resident permits. The Government Services Specialist reports to the Sr Government relation Manager on day-to-day duties and responsibilities.

To maintain very effective Govt. & PR activities and system to meet SAPL’s Governmental and Public Relation goals including company registrations, visas, works permits, visas and Iqama issuance and renewals, visas transferring, obtaining of all type of employee’s certificates such as Saudi Counsel of engineering registration…etc.
To establish, Initiate, build and maintain strong connections and smooth relationship with all GOVT related Depts./Agencies and establishing contacts with key local Managers in all GOVT Depts./Agencies in Kingdom of Saudi Arabia.
To work on renewing employees Iqama, resident permits, exit entry visas and updating employee’s details and their families at the Immigration Department.
Issuing employees’ security badges in coordination with the Royal Commission Industrial Security Department
Assisting employees to issue their driving licenses with Traffic Police Department and helping them to register in National address site
Manage all works related to post office.
Assisting and finalizing employees’ application of family visit visas and new family member’s resident permits at Jeddah immigration office
Enrolling new employees and their family members with our insurance vendor with SAPL group insurance plan
Finalizing employee’s degrees’ attestation with MFA Office in Jeddah and Madinah
To ensure all SAPL employees in the General Organization Social Insurance (GOSI).
To manage all PR activities, ensuring excellent quality of work product consistent with SAPLs’ policies, objectives and standard procedure.
To ensure that SAPL PR activities are extensively complying with all KSA GOVT rules, laws and regulations.
To obtain company’s permits and permissions from all GOV Departments and Agencies such as Chamber of Commerce, SAGIA, Ministry of Economic, Zakat, Ministry of Finance, Customs, Court, Police and Traffic Department in the Kingdom.
To complete the documentation to register employee in Saudi Council of Engineering To represent SAPL in front of all GOVT Departments.
Bachelor’s degree with minimum ten (5) years of Government relation and public relation experiences.
Must be computer literate
Must be aware of official Ministry of Labor and Immigration electronic transaction and the system used (Muqeem)
Knowledge of GOSI is preferred
Knowledge of medical insurance linking with immigration systems
Strong English language background",
"Cloud Security Architect (Bangkok based, relocation provided)",Agoda,66719,3155691950," Jiddah, Makkah", Saudi Arabia ,Hybrid,09-07-22,14,Full-time,· Mid-Senior level,"5,001-10,000  · internet",Publishing,Actively recruiting,,"About Agoda

Agoda is an online travel booking platform for accommodations, flights, and more. We build and deploy cutting-edge technology that connects travelers with more than 2.5 million accommodations globally. Based in Asia and part of Booking Holdings, our 4,000+ employees representing 90+ nationalities foster a work environment rich in diversity, creativity, and collaboration. We innovate through a culture of experimentation and ownership,?enhancing the ability for our customers to experience the world.

Get to Know our Team:

The Security Department oversees security, compliance, GRC, and security operations for all Agoda. We are vigilant in ensuring there is no breach or vulnerability threatening our company or endangering our employees in order to keep Agoda safe and protected. This would be a great challenge for those who want to work with the best technology in a dynamic and advanced environment.

The Opportunity:

You will be working in a fast-paced SecOps environment where you will design, setup, configure process automation of our security stack.

In this Role, you’ll get to:
Perform risk assessments of proposed and existing system architecture for compliance with security best practices, recommending technical and administrative controls to mitigate identified risks
Design cloud security architectures and perform architecture design reviews
Define, prioritize, and measure our efforts in achieving and maintaining cloud security in environments such as AWS, Azure, GCP and Kubernetes
Draft and work with engineering teams to implement public cloud security requirements
Draft and work with private cloud team to implement private cloud security requirements
Implement, maintain, and improve existing industry best practices of operational security controls such as:
Audit mechanisms
Vulnerability management
Data classification
Encryption and data security
Continually evaluate new threats in the cloud, to identify the impact on IT and Business to develop and implement security controls
Ensure effective coordination between IT Security, Private Cloud, and Infrastructure through collaboration with engineers


What you’ll Need to Succeed:


Strong foundations in software engineering, specifically at the architectural level
Strong foundations in public cloud (Amazon Web Services, Google Cloud Platform, Microsoft Azure)
Strong foundations in Kubernetes or Kubernetes like environments (stateless services, auto scaling, pod communication)
Knowledge of Infrastructure-as-Code and concepts related to automated infrastructure management using tools such as Terraform
Knowledge of cloud security best practices including Identity Access Management (IAM), network security, modern cloud security architecture, and platform specific security and governance tools
Knowledge with CSPM platform like Wiz Orca etc
Knowledge in Service Mesh Architecture
Relocation package is provided.


#sanfrancisco #sanjose #losangeles #sandiego #oakland #denver #miami #orlando #atlanta #chicago #boston #detroit #newyork #portland #philadelphia #dallas #houston #austin #seattle #sydney #melbourne #perth #toronto #vancouver #montreal #shanghai #beijing #shenzhen #prague #Brno #Ostrava #cairo #alexandria #giza #estonia #paris #berlin #munich #hamburg #stuttgart #cologne #frankfurt #hongkong #budapest #jakarta #bali #dublin #telaviv #milan #rome #venice #florence #naples #turin #palermo #bologna #tokyo #osaka #kualalumpur #malta #amsterdam #oslo #manila #warsaw #krakow #bucharest #doha #alrayyan #moscow #saintpetersburg #riyadh #jeddah #mecca #medina #singapore #capetown #johannesburg #seoul #barcelona #madrid #stockholm #zurich #taipei #tainan #taichung #kaohsiung #bangkok #Phuket #istanbul #dubai #abudhabi #sharjah #london #manchester #liverpool #edinburgh #kiev #hcmc #hanoi #lodz #wroclaw #poznan #katowice #rio #salvador #newdelhi #bangalore #bandung #yokohama #nagoya #okinawa #fukuoka #jerusalem #IT #4

Equal Opportunity Employer

At Agoda, we pride ourselves on being a company represented by people of all different backgrounds and orientations. We prioritize attracting diverse talent and cultivating an inclusive environment that encourages collaboration and innovation. Employment at Agoda is based solely on a person’s merit and qualifications. We are committed to providing equal employment opportunity regardless of sex, age, race, color, national origin, religion, marital status, pregnancy, sexual orientation, gender identity, disability, citizenship, veteran or military status, and other legally protected characteristics.

We will keep your application on file so that we can consider you for future vacancies and you can always ask to have your details removed from the file. For more details please read our privacy policy .

To all recruitment agencies: Agoda does not accept third party resumes. Please do not send resumes to our jobs alias, Agoda employees or any other organization location. Agoda is not responsible for any fees related to unsolicited resumes.

",
Radio Communication Engineer,Jobskey Search and Selection,1245827,3179163572," Jubail, Eastern", Saudi Arabia ,On-site,02-07-22,22,Full-time,· Entry level,,,No,,"Role: Radio Communication Engineer




Required Duration: 7+ months & extendable




Work Location: Al Jubail, KSA




Minimum 8 years of experience in Radio / Wireless projects,
Good design and construction experience to match and deliver the project requirement as per technical specification & IFC for the TETRA radio network
Hands-on experience with Radio Base station, Transceiver, Radio Consoles, OMU, ORU/ Repeater, RF Dispatch Terminal, RCU, Hand radio and Vehicle radio is must
Experience with Active DAS & Passive DAS Design and Implementation
Familiar with ARAMCO standard
Good working experience with TETRA EADS network is required
Technical documentation experience related to design and construction of Telecom wireless, Radio network is desirable
Saudi Aramco project - Construction experience is must
Should possess Telecom quality and safety best practices as per Saudi Aramco standards and policies
Should have good knowledge on the project scheduling, delivery, reporting and documentation
Should be good in team handling, interfacing skills between other technical teams in project is desired
To plan, design and construct the TETRA radio network as per the project specification & IFC
To own and complete the project design and construction deliverables related to Radio / TETRA network within the agreed schedule as per Aramco Quality and Safety norms.
Conduct Vendor meetings, Project meeting with customer and Internal / External meetings related to the project
Generate and circulate the project construction status report with supporting documents related to the project / system
Ownership for accomplishing new and different requests from the project; exploring opportunities to add value to the project team
Maintains customer and internal teams rapport by listening to and resolving concerns; answering queries as raised in the project




Kind Regards,




Jobskey Consultancy

KSA Office -- Email: Consultant@jobskeysearch.com| Website: www.jobskeysearch.com

UK -- Email: Resumes@jobskey.co.uk | Website: www.jobskey.co.uk

India -- Email: Resumes@Jobskey.com | Website: www.jobskey.com",
HPC Consultant,Hewlett Packard Enterprise,1025,3174955821," Al Khobar, Eastern", Saudi Arabia ,,22-07-22,15,Full-time,,"10,001+  · it services and it",Consulting,Actively recruiting,,"This role has been designated as ‘Edge’, which means you will primarily work outside of an HPE office.

Job Definition

Job Description:

An account dedicated support consultant, focused on deployment and support of onsite and / or remote delivery of software services and support, installation and configuration for customer environments. Deliver reactive and proactive activities according to contract/Scope of Work and Service Level Agreement to ensure customer satisfaction and loyalty. The position maintains a high level of customer satisfaction by ensuring clear business and technical solution alignment, clarifying customer needs and ensuring those needs are met. Capable of communicating with customers at all levels. Consistently and continually maintaining technical knowledge based on the sold solution. Responsible for HPE Total Customer Experience.

The Role

Accountable for Technical Team guidance for Hardware and Software direction and coordination. Works closely with District Service Manager (DSM) and provides the technical guidance, input and oversite to the site deliverables.

Running and maintaining daily/weekly/monthly site team meetings in order to plan and assure all services are delivered according to the contract.

Being the technical communication point of contact to the site and team.

Provides a back-up to the DSM by providing site leadership when the DSM is not available or on-site.

Management Level Definition

Applies advanced subject matter knowledge to solve complex business issues and is regarded as a subject matter expert. Frequently contributes to the development of new ideas and methods in relation to the overall administration of the entire HPC solution. Works on complex problems where analysis of situations or data requires an in-depth evaluation of multiple factors. May participate in cross-functional initiatives. Acts as an expert providing direction and guidance to process improvements and establishing policies, both internally and with the customer. Frequently represents the organization to external customers/clients. Exercises significant independent judgment within broadly defined policies and practices to determine best method for accomplishing work and achieving objectives. May provide mentoring and guidance to peers.

Additional Guidance/criteria

Mechanical aptitude
Strong problem-solving mindset
Case management processes
Collaboration with internal and external partners
Logical approach to cause and effect

Responsibilities

Maintain the Supercomputer systems availability to the customer
Create and document site procedures, system diagrams, and other configuration or support documents
Maintain system software and firmware revisions, including patches, updates and OS upgrades, including all associated future planning and based on workload changes
Solve system hardware, software, and third-party software issues, and provide detailed and thoughtful analysis of problem and solution, according to case management processes
Gather data, perform analysis, and escalate problems to higher-level product support groups and appropriate management when necessary to ensure timely resolution of system or customer issues, according to Service level agreement, and following internal processes.
Maintains a high level of customer satisfaction by clarifying customer needs and communicating the needs to HPE.
Responsible for software support deliverables and acts as collaborator with the Account Support Manager (where applicable) for the technical deliverables.
Performs all types of software related tasks including installation and configuration in full partnership with the customer.
Escalate issues as needed to HPE account and according to established procedures.
Integrate technical knowledge and business understanding to create solutions for customers.
Resolve most technical incidents independently within specified technical area.
Work with team members to resolve more complex or cross-technology incidents
Identify potential escalations and alert management proactively. Reactively provide solutions to prevent problems from re-occurring in area of responsibility.
Apply HPE solutions to meet customer needs within area(s) of technical responsibility
Identify additional services that could lead to future service revenue growth.
Build strong relationship with customer in assigned accounts.
Build strong relationship with internal senior technical teams such as ERT and R&D where applicable.

Education And Experience Required

Bachelor’s degree in Computer Science, Engineering, or related area of study and/or
3+ years’ Linux HPC-related experience, ideally with large-scale HPC and parallel file system
Knowledge and Skills:
3+ years’ Linux HPC-related experience, ideally with large-scale HPC and parallel file system administration and support Linux+ and Security+
Extensive knowledge and experience with Linux operating systems (RHEL or SLES), workload management systems, parallel file systems, networking and security Direct experience and demonstrated proficiency with multiple programming and scripting languages (e.g. Perl, Python, C, FORTRAN, etc.)
Ability to maintain system software, utilizing debugging tools for problem isolation; will perform software builds, software upgrades, and patch installation as needed
Ability to lead and work effectively in a team environment. Excellent interpersonal, customer relations and problem management skills, with the ability to stay calm and professional under pressure while working to strict deadlines
Experience with project planning and management, process management, and team or project leadership preferred
Able to clearly document processes and procedures with a focus toward mentoring and knowledge sharing
Provide solutions and implement repair or workarounds when possible, fully documenting steps taken when required
Manage software issues for both the system and user applications, submitting and tracking bugs as required
Answer customer inquiries concerning system software versions, product lifecycles, new releases, and third-party applications
Ability and willingness to travel for training (or other)

Job

Services

Job Level

Expert

Hewlett Packard Enterprise is EEO F/M/Protected Veteran/ Individual with Disabilities.

HPE will comply with all applicable laws related to the use of arrest and conviction records, including the San Francisco Fair Chance Ordinance and similar laws and will consider for employment qualified applicants with criminal histories.",
Guest services representative,H. M. Al Rugaib & Sons Trading Co. - ???? ??? ???? ?????? ? ?????? ????????,10238034,3182496553," Riyadh, Riyadh", Saudi Arabia ,On-site,02-07-22,20,"501-1,000",employees · Retail,,,No,"501-1,000 employees · Retail","The guest services are responsible for solving problems and ensuring customer satisfaction. Providing customer feedback to concern department

Responsibilities


Greet customers upon arrival and making them feel welcome
Help the customers if they need to know any information about their invoices (time for delivery- late delivery or damage pieces for change )
Contact customers to confirm delivery date and address and solving problems
Build sustainable relationships and trust with customer through open and interactive communication",
Safety Officer,Jobskey Search and Selection,1245827,3179163594," Dammam, Eastern", Saudi Arabia ,On-site,02-07-22,97,Full-time,· Associate,11-50  · staffing and,Recruiting,No,11-50 employees · Staffing and Recruiting,"Job Description




Support the development of OHS policies and programs
Advise and instruct on various safety-related topics (noise levels, use of machinery etc.)
Conduct risk assessment and enforce preventative measures
Review existing policies and measures and update according to legislation
Initiate and organize OHS training of employees and executives
Inspect premises and the work of personnel to identify issues or non-conformity (e.g. not using protective equipment)
Oversee installations, maintenance, disposal of substances etc.
Stop any unsafe acts or processes that seem dangerous or unhealthy
Record and investigate incidents to determine causes and handle worker’s compensation claims
Prepare reports on occurrences and provide statistical information to upper management
Requirments:




Proven experience as safety officer
In depth knowledge of legislation (e.g. IOSH/NEBOSH) and procedures
Knowledge of potentially hazardous materials or practices
Experience in writing reports and policies for health and safety
Familiarity with conducting data analysis and reporting statistics
Proficient in MS Office; Working knowledge of safety management information systems is a plus
Outstanding organizational skills
Diligent with great attention to detail
Excellent communication skills with the ability to present and explain health and safety topics
BSc/BA in safety management, engineering or relevant field is preferred
Certificate in occupational health and safety




Kind Regards,




Jobskey Consultancy

KSA Office -- Email: Consultant@jobskeysearch.com| Website: www.jobskeysearch.com

UK -- Email: Resumes@jobskey.co.uk | Website: www.jobskey.co.uk

India -- Email: Resumes@Jobskey.com | Website: www.jobskey.com",
Regional Trade Marketing Manager (Saudi),Mackenzie Jones Middle East,1348439,3174006776," Dammam, Eastern", Saudi Arabia ,On-site,22-07-22,200,Full-time,· Mid-Senior level,11-50  · staffing and,Recruiting,No,,"The Company: Our client, a coveted multinational brand, is looking for a Saudi National as a Regional Trade Marketing Manager in the Kingdom of Saudi Arabia.




The Role: This role is the face of the organisation and should be empathic to the partners and key accounts. You will be responsible for executing the Annual Operating Plan, push and pull activities in the assigned market. The role is considered frontline and, as such, will operate in the assigned markets, being closely involved with partners and having a deep market and competitive landscape understanding. Succinctly, you will be responsible to;

Develop sales/share/distribution analysis monthly.

· Lead Go to market analysis and recommend improvements/new ideas.

· Support key accounts leads and partners with data and idea generation for push and pull activities.

·Make a bottom-up analysis to recommend sales targets and trade marketing interventions/investments in line with the budget.

· Liaise with the sales leaders to recommend and cascade sales targets.

· Keep abreast of competitive activities and propose actions.

· Propose relevant activities based on the market needs/calendar/opportunities. And ensure compliance with the activity calendar.

· Align stakeholders to support the execution and support development of key accounts.

· Support Revenue Management team with market data/input.

· Identify capability gaps in the partners' sales organisation.




The Person

· The role is only open to Saudi Nationals.

· A bachelor's degree is a must.

· Experience in sales, marketing or strategic function in FMCG is a must.

· For this role, we are looking for the right attitude and an eagerness to learn. You must have impeccable communication skills, strong at influencing and convincing a variety of stakeholders, and strong in maintaining relationships and building a network.",https://www.linkedin.com/in/megha-gupta-mackenziejones
Senior Training Specialist,Almarai - ???????,218694,3178489040, Riyadh, Saudi Arabia ,On-site,20-07-22,200,Full-time,· Mid-Senior level,"10,001+  · food and beverage",Services,Actively recruiting,,"Senior Training Specialist | Head Office (Riyadh)




The Company:

Almarai is the world’s largest vertically integrated dairy and the region’s largest food and beverage manufacturing and distribution company. Headquartered in the Kingdom of Saudi Arabia, Almarai Company is ranked as the #1 FMCG Brand in the MENA region and is a market leader in all its categories across the GCC. Almarai currently employs over 40,000 employees servicing around 110,000 retail outlets and has reported net income of SAR 1.9 Billion on sales of SAR 3.8 Billion in 2020. For more details, please visit our website – www.almarai.com.

An aggressive expansion program together with acquisitions in new vertical markets have created an exciting opportunity to join a dynamic multinational team dedicated to furthering growth plans for the group.




About the Role:

The Senior Training Specialist will be responsible (The Senior Training Specialist will be responsible for the development and delivery of education, training and awareness programs across Almarai business divisions and subsidiaries in accordance with best practices).




Requirement:

Potential candidate must meet the requirements mentioned below:

· Bachelor degree in Business Administration, Human Resources, psychology or any related filed.

· At least 4 years’ progressive experience in training industry.

· Ability to deliver the expected results

· Strong communication in English (written and spoken)




COMPETENCIES:

· Demonstrates a strong professional & personal impact.

· Understands Corporate Governance in business.

· Structured thought process and approach to delivery.

· Good analytical skills.

· Good technical knowledge and understanding in a corporate environment.

Almarai offers a competitive package, generous leave, medical coverage, discretionary bonus, training, and development etc.

This is a great opportunity to join a successful and expanding global business, offering an excellent remuneration and benefits package.",
Data Scientist,IQVIA,4057,3184371962," Riyadh, Riyadh", Saudi Arabia ,,23-07-22,37,Full-time,,"10,001+  · hospitals and health",Care,Actively recruiting,,"Job Overview

Provides high quality, on-time input to client projects in the life sciences field. Assignments range in complexity from basic analysis and problem solving to assisting in the development of more complex solutions. May serve as project leader for small teams or work streams.

Essential Functions

Assists with the review and analysis of client requirements or problems and assists in the development of proposals and client solutions.
Assists in the development of detailed documentation and specifications.
Performs quantitative or qualitative analyses to assist in the identification of client issues and the development of client specific solutions.
Assists in the design/structure and completion of presentations that are appropriate to the characteristics or needs of the audience.
Develops, and may present, complete client deliverables within known/identified frameworks and methodologies.
Proactively develops a basic knowledge of consulting methodologies and the life sciences market through the delivery of consulting engagements and participation in formal and informal learning opportunities.
Engagement based responsibilities are assigned and managed by Senior Consultants, Engagement Managers or Principals.

Qualifications

Bachelor's Degree
3-5 years of related experience
Works willingly and effectively with others in and across the organization to accomplish team goals.
Knowledge and understanding of the fundamental processes of business, their interaction, and the impact of external/internal influences on decision making, growth and decline.
Knowledge of consulting methods, tools and techniques, related to one’s functional area.
Knowledge of current events and developments within an industry and major competitors.
Knowledge and understanding of the marketplace.
Knowledge of professional/trade associations, key people and companies.
Effective time management skills.

IQVIA is a leading global provider of advanced analytics, technology solutions and clinical research services to the life sciences industry. We believe in pushing the boundaries of human science and data science to make the biggest impact possible – to help our customers create a healthier world. Learn more at https://jobs.iqvia.com

",
Mobility GIS Specialist,NEOM,27056405,3148584036," Neom, Tabuk", Saudi Arabia ,,22-07-22,200,Full-time,· Entry level,"1,001-5,000  · government",Administration,Actively recruiting,,"Position: Mobility GIS Specialist

Reports to: Line Mobility Planning Director

Sector: Line Mobility

Job Location : Sharma, NEOM

Role Purpose:

The Mobility Geographic Information Systems (GIS) Specialist will play a key role in the planning of the mobility and transportation networks and systems throughout NEOM. This role will primarily function as mobility planner with a strong focus on GIS (Geographic Information System) and GIT (Geographic Information Technology). This position will be responsible to plan, assign, and review analysts’ and developers' work on NEOM’s Regions and Land mobility projects.

The Mobility GIS Specialist will work closely with all of NEOM’s regional Master planners, Urban designers, Mobility planners, including the Line and help integrate them into a Neom-wide mobility plan while also enabling the planning of mobility network solutions via GIS modelling.

Key Accountabilities & Activities:

Provide mobility and land use planning data analysis and visualization for NEOM’s mobility systems of all types and modes.
Assist in the creation of technical reports related to urban mobility projects across NEOM that condense complex issues into engaging maps, infographics, and other media
Liaising with all respective stakeholders (externally and internally) to ensure proper maintenance, documentation, and quality and validity of data. This role will be a key part of the team’s mapping and illustrative process.
Prepare a GIS management system and GIS business process for all work in NEOM Land Mobility sector in line with all NEOM Regions’ masterplans.
Deliver and support GIS data and GIS services to NEOM’s Mobility teams such as the Operation team, Autonomous Vehicles team, Demand Model team, Water Mobility team, Vertical Mobility team, NEOM projects, NEOM Regions Proponent, and Region’s consultants, and the other respective sectors.
Support the creation of regional and urban mobility and land-use frameworks through spatial planning and mobility network planning.
Collaborate with interdisciplinary teams to integrate and visualize creative mobility solutions within the broader context of urban mobility best practice
Provide data entry, geocoding, analysis, validation, maintenance, and update of GIS (spatial and attribute) data for the region’s mobility system, mobility projects, land use, environment, and demography.Perform simple to complex mobility spatial analysis to assist NEOM’s Mobility team with information gathering and decision making, including the ability to create and run models in GIS platform, write scripts using Python, and perform network, spatial, and 3D analysis.
Manage mobility data and synchronization from various data and software sources within the GIS System to integrate all associated mobility data into a unified framework or platform.
Establish mapping procedures and standards for all Land Mobility sector assets (it may include the condition and performance rating of the assets). Compose all forms of mobility facility mapping, including Land use maps, performance measures maps, thematic maps, and decision support maps.
Provide information on existing and proposed mobility infrastructure facilities; respond to mapping and information requests by internal and external stakeholders, as required.
Confirm that work is in accordance with NEOM strategy for GIS Enterprise systems
Contribute to the development of GIS decision-making support systems
Making periodic reports to management on GIS activities
Build, maintain and up-keep internal GIS running systems and sub-systems to continuously run live and inform the business without interruption.


Knowledge And Experience

5+ years of experience in a field related to land use and urban mobility planning, with demonstrated proficiency of geographic concepts and what GIS software can do
A strong interest in all mobility modes, especially active mobility and transit systems
A strong interest in planning concepts, such as land use, urban design, transportation policy/design, and economic development
A strong interest in the creation of regional and urban mobility land-use frameworks through spatial planning and mobility network planning.
Sound knowledge of spatial analysis for spatial and mobility planning
Work-related or coursework experience with Esri ArcGIS Desktop (ArcMap, ArcCatalog, and ArcToolbox)
An understanding of joins, relates, and database structures (tables, layers, relationship classes) is required, and working knowledge of network analyst tools is strongly preferred.
Proficiency in QGIS software.
Proficiency in Microsoft Office Suite (Word, Excel, PowerPoint)
Acceptable knowledge of Traffic Demand Modeling software is highly preferable.
Background in urban or transportation planning.
Proficiency in R/Python, SQL and/or Model Builder experience is a plus
Skills in technical report writing.
Skills in visual and graphic delivery.
Skills in delivering presentations.
Work experience in transportation organizations with fast-paced operational demands.
Proven leadership skills demonstrating strong judgment, problem-solving, and decision-making abilities
Ability to analyze problems and situations and to present appropriate facts and recommendations concisely in written and oral form.
Ability to establish and maintain effective working relationships with co-workers, system users, and the public.
Effective written and verbal communication
Ability to manage multiple priorities
Excellent organizational, analytical, and planning skills


Education and Certifications

Bachelor’s degree or Master’s degree in Geomatics Engineering, Urban and Regional Planning, computer science, geography, or Geographic Information Systems.

Benefits:

Free Accommodation.
Free Laundry and housekeeping.
Free transportation.
2 flights per month domestic round trip.
1 Annual Travel Allowance.
Relocation Flight.
Free Meals ( breakfast, lunch, dinner ).
Schooling - 60K SAR per child up to 3 children.
Bonus 20-30% annual (performance based).
Savings Plan ( Long-term incentive plan ).
Medical insurance ( VVIP health coverage), for Employee, Family & Parents.
Annual Leave 30 working days annual.
Remote Working 24 working days annu al.",
Supply Chain IT Support Specialist,Nahdi Medical Co.,835082,3141900556," Abha, 'Asir", Saudi Arabia ,On-site,23-06-22,200,Full-time,· Entry level,"10,001+  ·",Retail,Actively recruiting,,"Job Description

The IT Support Specialist is responsible for providing technical support for a full range of business technologies, including computer systems (hardware and software), network infrastructure, mobile devices, Handheld devices, telephone systems, and audio-visual equipment. S/he must be able to independently assess a reported problem or failure using diagnostic methods and tools, determine the likely cause, and take appropriate action to resolve the problem in a timely manner.

Accountabilities

Provide direct end-user support to resolve problems and questions as quickly as possible while providing the highest level of customer service.
Setup, install, troubleshoot, upgrade, and maintain computer hardware, software, hand held devices, phones and peripherals
Supporting Microsoft Office software, and other commonly used desktop related applications.
Image, customize and deploy new desktop and laptop machines.
Troubleshoots, diagnoses problems, implements corrective action procedures and/or escalates to other technical resources as appropriate
Researches and recommends system equipment upgrades and manages equipment inventory
Assisting staff either face to face; email or over the telephone to help set up systems or resolve issues.
Log all incidents and service requests in Nahdi designated service desk ticketing system.
Ensure all Incidents and Service Requests are successfully and accurately identified, categorized, prioritized, diagnosed and managed in the Service Desk IT Service Management Tool, whilst delivering excellent and clear communications of Incidents, Service Requests.
Manage Helpdesk tickets, planning and prioritizing systematically to minimize backlog and ensure operational efficiency and agreed SLAs are met.
Ensure system and data security is maintained at a high standard, ensuring the integrity of Nahdi network is not compromised.
Provide technical assistance to project teams and undertake technical project roles when required; supporting the roll-out of new applications and solutions.
Works with hardware and software vendors to resolve failures/problems
Assist with monitoring license compliance for all system software
Assist in the enforcement of standard computer configurations and naming conventions.
Train end users on how to use software and hardware
Document and help to enforce various policies, procedures, standards, ITIL best practices, and configurations


Employee duties are not limited only to the above-mentioned Accountabilities; he/she may perform other duties as assigned.

Work Environment

Indoors : 100%
Outdoors : 0 %
Working Days : 5 Working Days
Days off : 2 Days Off
Working Hours : 8:00 AM – 6:00 PM (1 hour break)


Job Requirement

Education

Diploma or BSc in IT related filelds


Experience

3 Years of Experience


Computer Skills

MS Office Suite


Languages

English
Arabic",
